chr	start	end	body_CpG_count	up_CpG_count	down_CpG_count	body_meth	up_meth	down_meth
chr15	72101021	72101245	18	11	17	98.2	54.0	67.5
chr15	79599501	79599821	25	8	14	87.6	71.0	49.0
chr15	79619244	79619555	22	27	8	91.9	68.1	77.6
chr15	79818370	79818656	7	26	8	95.4	75.9	62.1
chr15	82606521	82606830	23	43	104	92.4	98.1	96.4
chr15	82997738	82997867	9	16	54	95.5	63.9	56.9
chr15	85853432	85853972	9	34	34	81.4	97.2	97.4
chr15	90630742	90631074	23	31	27	99.8	83.6	88.4
chr15	90858866	90859185	24	33	55	95.8	70.1	78.0
chr15	93353860	93354221	19	19	35	89.6	60.5	44.9
chr15	98162860	98163187	24	21	25	93.1	42.5	52.2
chr15	98299095	98300571	24	31	42	52.6	74.6	63.5
chr15	98522576	98522782	7	48	252	42.0	38.6	0.9
chr15	99926445	99926557	15	83	218	1.3	9.7	2.0
chr15	99926830	99926998	20	119	167	1.0	6.4	6.5
chr15	99927146	99927474	42	200	116	1.1	1.7	18.0
chr15	99927851	99927985	17	233	79	1.5	1.2	28.3
chr15	99928136	99928298	21	25	11	0.2	66.9	68.9
chr15	100070001	100071567	6	30	38	24.0	63.4	70.9
chr15	100102309	100102476	8	118	166	69.9	97.4	98.2
chr15	100555357	100555428	8	162	178	98.5	97.9	98.2
chr15	100556476	100556546	7	170	101	97.7	98.2	98.5
chr15	100558053	100558375	29	15	21	97.7	89.3	96.0
chr15	100912862	100913170	25	39	132	99.6	82.5	89.8
chr15	101752667	101752763	6	13	20	93.3	75.0	66.2
chr15	101792326	101792641	25	55	101	92.2	95.2	96.5
chr16	186034	186679	53	71	59	84.9	95.3	92.4
chr16	186275	187104	75	54	68	89.5	65.2	76.6
chr16	746242	746547	6	82	74	66.1	84.4	85.4
chr16	949707	949975	12	84	65	90.7	85.9	86.7
chr16	950297	950449	6	52	71	88.3	77.9	88.5
chr16	953348	953787	5	61	118	69.0	87.7	95.8
chr16	960400	961263	59	65	141	96.5	88.5	96.1
chr16	960534	960795	14	75	97	97.1	97.7	97.0
chr16	1372851	1374113	59	74	81	99.6	95.5	94.8
chr16	1397464	1397724	7	96	88	97.6	93.1	96.6
chr16	1450687	1450924	11	83	87	99.2	34.6	92.5
chr16	1459685	1459964	12	173	162	78.8	99.5	99.0
chr16	1736747	1737016	30	197	158	98.6	99.4	99.0
chr16	1737206	1737441	21	195	165	99.3	99.3	99.0
chr16	1737525	1737842	26	199	175	98.3	99.1	99.0
chr16	1737989	1738502	42	28	54	99.0	79.3	78.0
chr16	2648364	2650041	27	35	47	75.1	76.3	78.2
chr16	2650190	2650475	10	8	16	76.6	53.0	47.1
chr16	8016619	8016944	24	21	36	87.5	93.9	92.5
chr16	11908462	11908786	25	45	111	92.8	82.1	81.0
chr16	21402371	21402457	8	68	105	10.1	54.5	94.8
chr16	21402707	21402832	6	70	98	87.3	55.6	95.4
chr16	21402833	21403084	14	39	43	88.4	94.6	88.8
chr16	21418041	21418222	12	111	45	73.3	1.2	20.8
chr16	21836536	21836661	7	75	80	0.3	98.8	80.7
chr16	22535269	22535520	13	11	11	98.9	32.5	44.4
chr16	23036462	23038209	8	15	18	55.0	69.8	78.6
chr16	23749065	23750941	22	11	13	79.6	35.1	56.2
chr16	25328788	25331805	12	20	15	16.7	74.6	43.7
chr16	25612233	25612539	20	6	15	89.9	50.6	54.0
chr16	26372078	26372410	23	32	17	81.9	70.2	54.5
chr16	26596702	26597043	24	53	99	92.9	53.4	94.8
chr16	29381749	29381874	6	62	95	13.1	49.1	96.4
chr16	29381976	29382101	6	143	43	98.6	89.4	74.6
chr16	30170153	30170279	12	95	88	93.5	94.4	53.7
chr16	31104662	31105189	44	21	117	96.7	45.4	52.6
chr16	33058960	33059115	12	89	63	54.6	73.6	69.9
chr16	34070294	34070475	9	6	9	78.4	34.6	46.7
chr16	34176544	34178322	5	7	6	71.2	11.7	28.2
chr16	34182721	34183890	8	6	10	51.4	28.2	37.2
chr16	34185916	34187626	9	79	103	44.0	71.8	56.9
chr16	36101776	36101835	6	96	50	68.7	72.4	51.0
chr16	36101940	36102359	45	19	20	57.0	64.0	66.4
chr16	36312625	36312966	6	29	26	58.1	61.8	61.7
chr16	36313884	36314689	6	19	33	72.9	62.1	59.9
chr16	36315060	36315736	6	23	26	64.7	64.1	63.6
chr16	36316152	36316493	6	25	23	55.6	63.8	65.3
chr16	36318573	36319941	18	24	28	69.4	64.6	63.2
chr16	36325123	36326144	8	36	33	66.3	49.1	44.2
chr16	37877318	37877657	7	34	34	28.6	43.6	48.5
chr16	37879755	37880093	6	5	24	25.0	84.9	83.7
chr16	48475005	48477464	14	9	3	89.1	55.7	54.8
chr16	48782956	48783273	24	22	35	92.8	67.0	80.9
chr16	52378459	52380930	18	28	24	67.4	86.4	96.1
chr16	58710716	58710801	6	11	28	99.6	53.5	67.3
chr16	59998178	59998491	23	20	19	84.0	54.5	66.4
chr16	63584634	63584802	6	8	9	94.0	85.3	78.4
chr16	66789290	66789623	25	43	43	86.3	92.0	92.4
chr16	69325359	69325426	5	33	35	100.0	98.3	61.8
chr16	70519106	70519425	23	8	11	98.6	32.0	47.1
chr16	76505236	76510126	38	26	30	43.8	85.7	92.1
chr16	78321306	78321371	6	26	25	97.0	89.2	85.1
chr16	78337741	78351000	113	37	43	84.2	77.2	75.1
chr16	81140231	81140738	9	45	20	72.5	77.2	75.9
chr16	81978457	81978780	24	54	39	96.9	45.5	81.9
chr16	85115881	85116468	15	44	41	74.0	50.4	76.7
chr16	86836260	86836327	5	74	75	87.6	78.4	88.1
chr16	88206846	88206945	12	79	49	95.1	80.6	82.1
chr16	88206895	88207425	40	38	30	96.8	75.3	73.5
chr16	88237168	88237601	7	193	143	87.4	88.5	74.8
chr16	88534246	88534320	16	42	54	1.4	68.7	70.2
chr16	88547324	88547607	8	26	39	19.4	82.9	98.1
chr16	88796243	88797187	10	64	75	62.9	82.5	75.9
chr16	89083832	89084092	16	116	108	76.8	37.4	44.8
chr16	89192637	89192807	12	66	95	1.8	98.1	97.5
chr16	89579811	89580238	30	70	103	99.9	90.3	98.4
chr16	89587577	89587721	9	61	79	99.5	91.5	94.1
chr16	90003525	90003744	14	34	42	99.6	81.0	86.6
chr16	90052466	90052570	6	23	21	97.8	18.7	12.5
chr17	124211	124780	5	53	125	10.0	74.8	94.8
chr17	253664	253797	10	70	129	93.6	81.6	95.8
chr17	254178	254579	23	104	129	94.8	89.8	94.9
chr17	255015	255885	54	128	98	96.7	95.8	74.2
chr17	256663	256809	10	78	41	94.5	81.3	73.9
chr17	264304	264429	11	25	66	86.9	83.8	83.3
chr17	273144	273423	19	45	38	97.6	70.4	89.9
chr17	367445	367776	19	27	50	95.4	63.3	60.6
chr17	894052	894259	5	27	50	0.0	63.3	60.6
chr17	894110	894259	5	50	44	0.0	73.9	80.4
chr17	914147	915531	32	72	68	76.8	86.4	70.1
chr17	948951	949121	8	65	61	98.6	36.8	82.1
chr17	952303	952621	15	39	27	96.1	86.6	94.7
chr17	991171	992557	24	46	42	83.3	77.0	86.0
chr17	1240073	1244313	94	34	43	83.5	73.0	85.5
chr17	1243000	1244344	37	55	131	91.0	81.6	75.1
chr17	1308320	1309101	51	130	71	78.6	76.5	73.8
chr17	1310586	1310949	24	49	47	75.2	98.7	78.8
chr17	1551005	1551057	5	41	29	98.5	93.1	93.7
chr17	2356427	2356873	9	64	72	93.9	99.2	99.1
chr17	2447502	2447629	9	24	36	99.7	81.8	92.3
chr17	2491652	2491987	14	40	104	99.9	61.8	10.3
chr17	3685656	3686091	15	39	24	8.8	88.2	90.3
chr17	4132660	4132793	8	53	36	99.4	79.5	53.1
chr17	4933822	4933899	5	50	115	97.6	61.2	0.7
chr17	5282096	5282150	10	27	15	1.0	71.4	66.6
chr17	6944083	6944818	7	53	38	85.7	81.0	70.8
chr17	7361232	7362642	19	48	51	83.6	92.2	93.3
chr17	8885594	8885773	6	64	53	51.9	79.6	77.2
chr17	9226437	9226515	6	4	7	84.3	65.2	52.3
chr17	12449816	12455936	89	40	38	79.8	90.1	89.2
chr17	17327060	17327935	14	40	80	96.6	84.2	88.0
chr17	17442329	17442454	10	36	134	97.8	82.4	3.8
chr17	19506812	19507118	12	8	6	83.9	74.6	72.4
chr17	19640104	19640411	20	20	34	94.7	71.8	79.9
chr17	19998991	19999393	14	20	25	85.5	77.5	79.4
chr17	20759274	20759746	5	28	58	82.6	86.3	80.8
chr17	21309594	21317869	221	63	120	59.0	77.0	71.9
chr17	21678687	21679846	66	272	60	63.3	62.2	68.1
chr17	21843868	21844115	30	43	22	73.3	69.1	49.0
chr17	21846235	21847320	5	114	98	58.8	76.2	80.0
chr17	22389318	22407470	902	113	80	78.7	76.5	81.5
chr17	22389339	22390010	30	116	114	85.2	77.8	79.2
chr17	22389521	22390941	53	117	116	79.7	77.6	79.6
chr17	22390324	22391051	23	113	96	81.9	77.7	76.7
chr17	22395112	22396918	112	143	112	76.6	78.3	79.8
chr17	22396822	22397289	25	116	105	72.6	79.3	77.8
chr17	22399544	22401833	80	106	54	82.2	77.1	76.2
chr17	22403892	22405983	119	133	98	78.6	77.8	80.0
chr17	22405775	22407470	29	23	36	75.7	46.6	59.7
chr17	22746477	22748855	39	22	27	49.0	46.0	53.0
chr17	26601872	26604251	29	26	24	50.1	51.4	46.7
chr17	26619495	26621872	26	75	68	51.3	90.6	90.3
chr17	26638508	26638626	5	79	248	97.7	63.9	62.2
chr17	26773770	26774004	23	260	50	65.6	65.2	52.9
chr17	26775263	26775485	35	48	58	56.7	66.4	69.2
chr17	26810800	26811149	16	56	54	77.4	68.1	74.1
chr17	26811753	26811926	6	19	49	72.0	72.5	64.1
chr17	26846140	26846892	16	33	56	57.9	59.6	63.5
chr17	26847342	26848055	16	10	42	66.4	60.0	86.1
chr17	28453367	28456472	70	25	71	89.2	82.9	19.2
chr17	30665885	30666612	16	15	19	94.5	46.7	66.4
chr17	31779605	31780523	7	7	27	37.9	24.5	58.9
chr17	33150686	33150866	13	10	9	89.7	39.3	48.2
chr17	41265460	41275764	40	77	103	58.1	56.6	89.7
chr17	43232755	43235784	167	77	137	29.9	73.5	24.5
chr17	43266286	43277638	474	135	132	47.0	28.6	9.0
chr17	43298291	43299868	77	98	116	68.1	67.6	12.9
chr17	43299947	43300157	15	100	24	1.0	54.5	94.3
chr17	43300219	43301607	107	23	25	7.0	71.2	76.3
chr17	43439584	43440871	22	32	73	77.8	85.7	93.5
chr17	44984357	44984491	15	90	27	99.6	94.9	81.8
chr17	44984909	44984962	5	21	18	98.5	88.8	92.2
chr17	50350142	50350525	8	21	15	97.3	50.9	52.0
chr17	54245745	54245901	8	30	23	61.0	68.3	67.0
chr17	57012352	57015451	65	41	25	88.3	98.0	91.5
chr17	57610448	57612552	24	11	11	95.5	95.0	83.6
chr17	59067737	59067850	5	29	46	62.6	98.2	95.6
chr17	59792854	59793822	17	30	29	99.4	74.9	46.7
chr17	65275935	65276253	16	60	24	94.9	83.0	54.0
chr17	65484558	65484683	9	43	23	90.9	98.7	93.3
chr17	67731238	67731513	24	32	8	99.6	80.5	78.3
chr17	68964785	68965117	23	24	54	96.5	96.9	49.9
chr17	75044187	75044503	24	41	56	99.7	75.8	87.8
chr17	75558806	75558885	5	48	52	93.6	91.6	86.1
chr17	77239866	77240207	23	40	43	96.1	62.2	85.7
chr17	77561245	77561668	14	61	29	77.0	81.2	67.1
chr17	77562416	77562630	7	87	67	86.6	91.0	80.8
chr17	77776635	77776712	6	37	36	98.5	78.0	71.6
chr17	77828799	77829009	5	45	29	72.1	77.8	64.4
chr17	77832311	77832495	5	23	30	72.1	83.1	94.0
chr17	77992201	77992515	24	47	38	96.3	91.3	74.0
chr17	78286155	78287348	25	62	61	84.8	75.0	86.5
chr17	79512091	79512540	17	64	48	86.2	78.7	82.7
chr17	79512767	79512816	5	43	45	98.6	82.3	74.6
chr17	80121288	80121746	14	61	62	81.6	98.5	98.0
chr17	80355343	80355711	15	69	66	99.4	92.7	84.1
chr17	81209713	81209992	38	91	59	98.5	97.1	82.4
chr17	81209888	81210062	23	46	47	98.6	98.6	99.6
chr17	81610654	81610976	24	47	55	99.8	87.1	76.6
chr17	81643325	81643639	24	47	80	95.7	60.4	77.6
chr17	82592954	82593205	7	75	72	2.8	97.9	96.1
chr17	82614183	82614254	6	49	61	99.4	54.2	85.5
chr17	82708930	82709455	5	82	116	84.6	62.1	19.3
chr17	82716513	82716592	6	132	88	0.0	98.7	96.8
chr17	83004336	83004449	6	84	145	100.0	81.0	89.0
chr17	83066716	83066800	5	106	127	96.4	88.3	75.9
chr17	83068228	83068363	18	71	108	94.1	32.2	66.0
chr17	83102017	83103106	28	105	132	71.7	93.6	97.0
chr17	83215943	83216271	43	209	41	98.8	98.7	83.1
chr17	83217455	83217830	16	47	55	95.6	23.2	38.5
chr18	111983	112032	5	86	57	3.7	93.3	91.3
chr18	514620	515142	51	9	5	97.8	55.5	48.7
chr18	5324644	5326242	13	60	18	72.2	85.3	83.4
chr18	6272749	6273215	6	63	30	89.6	83.3	80.7
chr18	7098703	7098828	9	16	56	86.5	77.6	84.8
chr18	8934744	8934845	6	9	24	92.0	85.9	90.0
chr18	9036085	9036373	21	21	12	99.7	96.0	99.2
chr18	9225120	9225454	7	14	32	98.9	98.3	98.3
chr18	9385393	9385716	25	31	37	99.8	87.7	86.2
chr18	9621931	9622236	15	13	16	87.2	58.5	58.0
chr18	10222281	10223606	12	27	34	64.0	74.1	84.2
chr18	10607526	10607613	12	38	18	95.5	86.5	65.0
chr18	11014986	11015155	7	9	18	97.8	77.3	55.5
chr18	11509706	11511474	24	24	30	85.0	65.1	67.6
chr18	12227982	12228047	9	28	12	2.8	98.3	88.2
chr18	12851183	12851511	24	69	78	99.4	98.8	97.4
chr18	12980268	12980541	25	99	58	98.6	98.7	98.2
chr18	12980714	12980840	12	84	26	93.3	30.2	52.8
chr18	14450642	14460492	215	10	28	45.7	64.0	68.2
chr18	14549338	14550487	18	73	16	44.2	85.1	60.4
chr18	14860095	14860348	7	14	24	88.3	56.8	52.9
chr18	15388428	15389962	11	13	27	59.5	77.4	65.8
chr18	15827998	15828672	7	28	32	81.7	55.8	60.1
chr18	20582967	20583133	5	35	31	74.3	66.3	71.2
chr18	20617865	20620924	44	33	37	60.3	74.9	70.6
chr18	20623202	20625189	31	29	32	69.6	67.5	65.3
chr18	20625320	20626511	24	30	33	69.2	66.4	72.0
chr18	20626621	20629852	56	38	35	72.5	78.4	66.6
chr18	20630623	20635897	48	39	19	69.1	75.8	69.4
chr18	20631385	20632575	8	31	34	62.7	55.1	64.6
chr18	20639136	20644632	79	31	32	63.2	59.9	69.7
chr18	20640975	20641707	5	30	28	66.7	71.4	67.6
chr18	20644037	20644887	16	34	31	43.5	61.2	68.9
chr18	20646453	20649007	37	19	18	71.3	63.6	82.6
chr18	20676519	20680781	39	21	35	73.6	73.2	77.0
chr18	20681042	20682742	15	27	28	84.4	66.9	66.4
chr18	20706928	20708803	25	32	34	62.5	72.7	71.6
chr18	20718196	20719047	12	32	32	70.0	71.6	68.1
chr18	20718654	20719504	12	30	33	82.6	71.9	66.4
chr18	20720393	20720733	6	30	35	79.2	60.6	67.3
chr18	20724171	20724679	8	32	34	70.8	66.9	62.5
chr18	20726944	20728813	27	33	24	64.4	63.3	72.9
chr18	20732408	20733938	22	23	29	61.4	73.6	69.8
chr18	20736024	20736972	11	32	36	77.7	60.8	60.3
chr18	20746868	20748170	11	33	31	55.5	63.5	60.5
chr18	20750399	20752907	19	30	32	57.4	68.6	59.5
chr18	20764692	20766564	26	31	36	60.5	62.5	62.0
chr18	20772121	20773141	14	34	34	49.0	62.5	63.2
chr18	20775864	20776883	16	33	35	57.1	55.8	70.2
chr18	20915760	20916267	10	34	31	64.8	64.6	59.6
chr18	20917798	20917963	5	14	19	87.3	49.8	53.2
chr18	24410778	24412082	16	9	8	77.7	30.3	44.2
chr18	25312516	25312839	24	37	24	91.9	97.3	95.5
chr18	26466001	26466079	5	7	13	97.0	53.4	72.5
chr18	26991656	26992376	5	16	7	57.7	69.2	40.5
chr18	28247911	28248244	23	12	16	88.2	40.5	54.9
chr18	28693035	28698455	77	5	7	60.7	42.6	50.3
chr18	30292604	30292932	23	24	66	86.0	83.5	56.3
chr18	33820226	33820419	39	13	18	56.1	50.1	66.6
chr18	37735658	37735975	22	27	12	94.9	76.3	35.9
chr18	43451579	43452562	11	8	3	63.5	54.4	36.2
chr18	44396742	44402107	20	38	29	35.1	90.8	86.7
chr18	46170713	46171041	22	157	14	96.6	6.5	69.2
chr18	46758454	46758790	24	19	6	99.1	98.4	89.4
chr18	46802746	46803095	24	70	85	99.7	86.7	88.6
chr18	47033994	47034569	21	6	24	71.4	33.5	47.2
chr18	47573523	47573834	22	8	21	75.2	50.9	73.0
chr18	50168609	50172015	28	12	11	62.7	73.2	51.2
chr18	55799930	55800242	21	9	14	87.0	30.1	55.0
chr18	57279506	57281485	18	16	13	41.1	63.6	63.3
chr18	57509940	57510567	9	62	71	71.5	98.1	99.1
chr18	57642525	57642626	8	26	32	100.0	95.3	98.5
chr18	57678677	57678999	7	12	19	97.7	57.7	84.4
chr18	61616629	61616864	15	18	7	89.4	57.2	46.2
chr18	68554081	68554403	23	12	14	84.2	73.8	88.8
chr18	70282362	70282686	24	11	10	95.3	30.8	61.4
chr18	72229534	72229853	24	8	15	89.8	35.5	51.2
chr18	73606161	73606481	25	23	14	89.4	41.1	46.4
chr18	73776972	73777306	25	43	27	88.1	63.3	60.5
chr18	78409617	78409847	10	14	13	70.2	56.8	56.5
chr18	78442119	78443337	5	61	40	22.4	73.6	51.7
chr18	78717566	78717635	5	61	159	91.7	98.6	97.6
chr18	79745371	79745762	64	127	123	95.7	97.2	97.8
chr18	79745847	79746014	29	75	146	97.2	79.7	89.8
chr18	79807990	79808049	7	92	105	93.8	87.9	90.4
chr18	79808371	79808730	24	138	57	86.7	88.6	88.6
chr18	79809103	79809402	24	75	82	91.0	85.8	89.8
chr18	79885982	79886727	35	78	57	92.2	97.9	96.6
chr18	79920569	79920760	6	101	101	97.7	89.0	92.0
chr19	198911	199007	6	47	46	92.8	66.5	89.1
chr19	300171	300498	8	141	71	78.4	91.2	85.7
chr19	361464	361783	34	84	123	90.5	95.8	94.5
chr19	540049	540465	30	130	164	94.5	97.8	98.0
chr19	620925	620986	6	58	47	97.9	84.7	82.5
chr19	818938	819255	9	61	66	86.2	84.9	94.1
chr19	1612551	1612906	11	67	114	87.2	95.7	97.7
chr19	2805820	2805875	6	34	44	99.2	94.9	98.9
chr19	2909320	2910499	21	44	66	94.6	98.4	66.8
chr19	3444079	3444220	6	38	34	99.2	84.3	75.9
chr19	3581049	3581377	8	74	51	44.2	74.4	70.3
chr19	3711053	3711347	12	86	101	84.9	75.3	52.5
chr19	3820807	3820914	5	42	47	59.6	73.5	62.8
chr19	4618584	4619567	7	48	57	63.0	80.6	81.9
chr19	4885429	4885988	17	36	22	88.8	80.6	51.6
chr19	6987452	6987780	21	46	45	92.7	87.1	77.5
chr19	8178127	8180072	21	38	34	82.9	47.9	81.0
chr19	8291900	8292194	10	21	42	55.6	64.5	69.1
chr19	8738738	8740455	85	36	43	92.0	68.5	71.4
chr19	8776116	8781426	107	15	8	67.5	56.1	49.1
chr19	8897885	8898190	8	55	26	73.2	86.0	75.1
chr19	9701594	9701709	9	35	20	91.9	97.2	77.6
chr19	12446882	12447170	19	22	48	94.9	67.9	79.2
chr19	13664873	13666035	19	17	24	48.3	75.7	71.6
chr19	14935579	14938664	32	34	42	71.1	66.8	74.1
chr19	15212287	15213413	24	47	65	77.6	94.1	97.2
chr19	18131348	18131667	13	10	37	99.5	97.9	98.9
chr19	19723634	19728852	55	9	79	99.1	68.0	92.7
chr19	20063870	20064187	16	19	14	91.4	73.7	71.5
chr19	21562300	21562639	9	22	46	73.0	68.0	38.8
chr19	21568002	21568910	11	24	58	66.8	67.7	54.1
chr19	21584228	21584524	7	50	74	53.0	90.0	90.2
chr19	21865695	21865919	18	84	106	92.9	92.3	91.1
chr19	22107145	22107319	15	164	58	90.3	94.6	92.5
chr19	22927374	22927551	17	9	24	96.5	23.4	76.4
chr19	22958860	22959540	6	14	6	53.2	52.1	35.4
chr19	22959588	22960116	14	10	9	91.6	95.9	91.3
chr19	23137986	23138302	25	17	9	97.7	34.9	32.6
chr19	27340588	27345670	29	10	7	33.3	24.6	34.8
chr19	29459277	29465259	80	23	29	64.4	53.5	34.3
chr19	30796565	30798837	14	29	28	41.0	88.5	82.2
chr19	35170176	35174893	73	66	16	94.7	79.6	86.9
chr19	35360248	35372715	166	20	25	77.6	85.6	93.6
chr19	36349849	36356169	94	14	13	94.1	96.5	86.6
chr19	36555279	36555594	24	51	99	99.0	97.9	98.9
chr19	38123801	38123878	5	19	44	99.4	68.6	84.0
chr19	38787411	38788024	19	28	47	94.6	40.3	81.2
chr19	39882082	39882625	7	24	45	66.9	38.0	83.7
chr19	39898333	39898876	5	32	36	88.1	82.2	80.1
chr19	39900185	39900497	16	13	23	85.7	41.6	55.4
chr19	43213270	43258048	316	50	25	58.9	88.6	61.9
chr19	44551378	44551441	5	27	42	95.9	99.3	98.3
chr19	44969848	44970990	18	66	64	95.0	85.6	46.8
chr19	45400749	45401073	22	69	87	98.0	15.8	63.8
chr19	46078805	46078876	11	9	22	36.9	51.6	63.7
chr19	46293548	46293875	22	43	25	86.0	77.2	70.9
chr19	46314067	46315467	21	56	26	83.4	85.2	68.1
chr19	46438789	46440203	26	59	38	66.8	41.6	64.8
chr19	47025008	47025474	9	61	35	65.2	70.6	72.4
chr19	47925841	47930890	130	37	43	71.5	85.8	89.9
chr19	48856312	48856447	5	37	72	95.6	87.2	21.3
chr19	49386218	49386541	23	49	41	95.0	73.7	79.6
chr19	50091280	50093078	57	33	59	69.6	77.5	70.1
chr19	50095760	50104952	270	28	44	66.2	60.5	75.4
chr19	50574632	50579253	78	35	105	70.4	70.8	63.7
chr19	50603540	50605433	104	40	21	69.4	63.5	60.2
chr19	51273136	51273446	24	9	12	87.7	39.2	57.9
chr19	51672676	51674259	13	28	16	69.9	82.9	76.7
chr19	51952955	51953129	14	14	27	97.0	70.3	82.8
chr19	52385563	52388130	44	17	21	91.5	98.5	40.7
chr19	52918944	52920953	76	25	25	99.1	77.3	65.1
chr19	53015758	53049012	483	96	88	66.6	86.6	90.6
chr19	53648621	53648761	8	72	93	89.6	96.7	92.3
chr19	55096807	55096960	14	108	62	95.4	96.2	90.5
chr19	55097522	55097585	6	104	96	99.0	94.5	95.4
chr19	55850692	55850851	16	31	9	95.1	82.2	41.6
chr19	56355088	56358552	31	29	14	59.7	94.3	87.8
chr19	56600176	56600493	24	26	43	99.1	52.3	71.0
chr19	56963537	56964240	8	35	105	51.7	52.1	25.5
chr19	57171947	57172001	9	36	30	10.1	70.4	66.6
chr20	1301895	1302363	7	24	22	97.3	64.8	70.9
chr20	1839721	1839900	6	13	6	93.3	72.8	40.3
chr20	2014855	2016885	40	9	23	77.1	93.9	97.8
chr20	5553899	5554274	13	22	18	99.8	97.2	99.6
chr20	5962341	5962669	25	11	21	96.3	94.1	85.2
chr20	6045049	6046965	10	12	11	90.5	56.0	72.2
chr20	7718403	7722232	26	15	3	64.0	71.7	13.6
chr20	16098404	16104723	35	52	85	62.7	88.8	90.4
chr20	16227502	16227727	17	10	32	93.2	70.2	61.8
chr20	16259677	16260094	15	17	12	72.5	84.3	41.0
chr20	19080772	19081084	23	20	89	91.0	57.9	87.8
chr20	26080180	26080480	23	37	69	92.8	78.8	84.4
chr20	26080701	26081014	23	19	10	95.3	56.0	61.3
chr20	26279948	26281141	13	13	24	47.9	55.5	67.1
chr20	26310314	26313717	35	19	22	59.1	64.2	73.4
chr20	26316951	26322073	51	33	37	67.9	61.9	57.1
chr20	26463207	26464565	24	27	37	60.6	63.6	64.8
chr20	26480139	26482861	22	33	35	64.3	60.1	61.9
chr20	26484035	26486412	31	36	37	67.8	64.1	59.5
chr20	26484701	26485718	8	38	38	82.5	65.5	60.5
chr20	26490754	26492114	22	37	38	62.9	61.1	64.1
chr20	26494153	26495513	20	31	27	61.2	64.7	77.4
chr20	27254706	27255385	6	28	31	78.8	71.7	71.2
chr20	27255320	27255999	6	29	20	84.4	63.1	52.4
chr20	28561170	28561628	6	14	11	53.2	49.9	51.1
chr20	28625484	28626722	11	11	4	59.1	35.5	14.9
chr20	28732909	28734273	10	6	11	25.7	17.6	25.8
chr20	28756535	28757563	8	13	10	12.8	34.5	51.5
chr20	28786525	28787890	5	14	15	50.2	55.2	53.0
chr20	28809533	28811396	13	14	7	57.8	55.4	49.3
chr20	28811485	28813190	11	18	14	60.1	62.6	54.6
chr20	28861317	28868451	70	22	23	60.9	56.0	52.8
chr20	28955459	28960363	53	22	22	63.5	53.6	53.9
chr20	28962199	29011970	475	7	23	52.0	41.2	49.5
chr20	28967626	28968646	13	16	15	49.9	46.2	49.3
chr20	29285727	29285880	9	12	9	71.3	34.5	59.3
chr20	29287960	29290690	10	36	13	19.9	60.2	28.6
chr20	29342529	29343421	8	2	9	54.1	33.1	33.9
chr20	29351290	29358330	47	34	7	48.2	48.8	43.4
chr20	29381631	29382697	15	7	14	55.8	28.9	39.0
chr20	29515521	29516417	10	29	17	17.8	58.9	51.0
chr20	29525892	29531942	53	13	19	62.6	56.2	30.1
chr20	29700018	29703089	31	18	92	48.7	75.9	78.9
chr20	29873767	29873837	5	16	13	78.0	72.2	75.2
chr20	29916727	29917925	9	19	20	61.6	77.8	80.4
chr20	29922398	29923252	7	17	15	77.2	66.4	66.2
chr20	30113283	30113964	6	18	19	62.5	69.6	67.7
chr20	30115405	30116438	8	18	17	66.8	70.9	70.6
chr20	30117535	30118046	5	19	19	63.3	68.6	72.4
chr20	30119961	30121118	7	20	17	90.2	71.8	71.3
chr20	30124162	30124673	5	17	12	75.0	72.8	71.8
chr20	30126894	30127405	5	12	20	69.1	76.2	71.6
chr20	30137429	30138613	8	20	10	77.0	63.1	67.3
chr20	30138793	30140757	22	66	11	73.8	99.3	46.7
chr20	30160534	30162399	21	9	50	70.2	41.9	98.5
chr20	30405428	30405550	10	21	20	98.5	41.5	42.0
chr20	30845763	30848042	77	13	17	83.8	59.9	44.3
chr20	30875055	30875947	5	50	13	55.9	47.4	63.4
chr20	30881266	30881587	9	22	41	63.8	92.0	47.2
chr20	31170827	31177628	152	11	35	45.2	70.1	96.4
chr20	32739555	32740226	17	39	9	95.4	80.5	48.4
chr20	32937682	32941567	36	29	35	70.1	98.2	75.7
chr20	33456079	33456762	14	32	16	67.5	96.8	97.9
chr20	35033852	35034173	24	10	23	99.5	94.7	98.7
chr20	35128254	35129000	9	18	13	99.0	96.0	92.5
chr20	41257715	41258002	6	13	19	95.2	55.1	88.6
chr20	41277677	41278857	17	58	18	93.4	47.2	59.5
chr20	45575422	45578659	33	58	61	63.4	50.1	42.1
chr20	48505245	48505825	16	59	58	42.4	43.7	48.2
chr20	48506452	48508513	62	54	54	40.8	51.5	39.3
chr20	48509044	48509435	14	62	59	77.5	45.1	49.3
chr20	48509709	48511569	56	23	54	43.5	96.0	51.4
chr20	48512316	48513686	40	9	23	51.6	40.0	99.1
chr20	49108129	49108453	23	19	10	99.5	73.8	38.3
chr20	54676112	54676425	22	41	37	91.6	70.2	59.1
chr20	55967128	55967231	6	47	27	80.0	79.4	57.8
chr20	61399110	61399430	20	37	59	87.0	49.8	71.5
chr20	61653597	61653829	20	88	49	93.5	99.1	65.8
chr20	61784463	61784648	6	30	107	84.6	98.6	98.7
chr20	61978201	61978262	6	43	40	98.6	95.1	94.7
chr20	61995568	61995886	23	82	52	100.0	51.0	93.8
chr20	62057603	62058485	24	74	128	94.8	64.7	80.5
